zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,year,month,day,latitude,longitutde
98056,2,,Rarely,Rarely,Rarely,Rarely,Rarely,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Illegal,Illegal,Illegal,,Illegal,Illegal,Illegal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Male,32,2,Multiracial,Associate's / Bachelor's,$40K - $80K,No,Suburban,1.389796904,2021,6,24,47.512527,-122.190248
98121,1,1.0,Never,Never,Never,Never,Rarely,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not Sure,Very Serious Threat,Illegal,,Illegal,Illegal,Illegal,Not Sure,Not Sure,,Illegal,Illegal,Illegal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Male,43,3,Hispanic,Master's Or Higher,$80K - $120K,Yes,Urban,0.394392926,2021,6,24,47.615192,-122.350581
98055,2,,Rarely,Rarely,Rarely,Rarely,Fairly Often,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Not At All a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not Sure,,Not Sure,Illegal,Not Sure,Legal,Illegal,,Not Sure,Illegal,Illegal,,Illegal,Very Unlikely,Very Unlikely,Somewhat Unlikely,Not Sure,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Male,33,2,White,Associate's / Bachelor's,< $40K,Yes,Suburban,1.300777424,2022,4,12,47.446982,-122.201521
98057,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Acceptable,Threat,Very Serious Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Not Sure,,Illegal,Illegal,Illegal,Not Sure,Not Sure,,Illegal,Illegal,Legal,,Not Sure,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Female,60,4,White,Associate's / Bachelor's,< $40K,Yes,Urban,0.819912846,2022,4,12,47.47202,-122.2219
98006,1,3.0,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Illegal,Not Sure,Illegal,,Illegal,Illegal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Male,66,5,White,Associate's / Bachelor's,> $160K,Yes,Suburban,0.794335286,2022,4,12,47.557627,-122.151005
98133,1,1.0,Rarely,Rarely,Fairly Often,Fairly Often,Fairly Often,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Threat,Threat,Threat,Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,,Illegal,Legal,Legal,Illegal,Legal,,Legal,Legal,Legal,,Legal,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Male,51,4,Asian,Associate's / Bachelor's,> $160K,Yes,Urban,2.209938454,2022,4,12,47.740485,-122.342826
98117,2,,Never,Never,Never,Rarely,Never,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Illegal,Legal,Illegal,,Not Sure,Not Sure,Legal,,Illegal,Very Unlikely,Very Unlikely,Somewhat Unlikely,Not Sure,Not Sure,Not Sure,Not Sure,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Female,64,4,White,Associate's / Bachelor's,< $40K,Yes,Urban,0.819912846,2022,4,12,47.687761,-122.38487
98005,1,1.0,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not Sure,Very Serious Threat,Illegal,,Illegal,Not Sure,Illegal,Not Sure,Not Sure,,Not Sure,Not Sure,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,74,5,White,Master's Or Higher,$80K - $120K,Yes,Suburban,0.77925459,2022,4,12,47.614533,-122.168798
98013,1,1.0,Rarely,Rarely,Rarely,Rarely,Fairly Often,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Acceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Illegal,,Illegal,Illegal,Illegal,Legal,Legal,,Legal,Legal,Illegal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Male,35,3,Black,Master's Or Higher,$80K - $120K,Yes,Urban,0.456398846,2022,4,12,,
98004,1,1.0,Regularly,Never,Never,Never,Regularly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Completely Accptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Illegal,,Illegal,Legal,Legal,Illegal,Legal,,Legal,Legal,Illegal,,Illegal,Very Unlikely,Very Unlikely,Somewhat Likely,Somewhat Unlikely,Very Unlikely,Very Likely,Very Unlikely,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Male,41,3,White,Master's Or Higher,$120 - $160K,Yes,Urban,0.636989709,2022,4,12,47.618337,-122.205341
98058,2,,Regularly,Regularly,Regularly,Regularly,Regularly,Completely Accptable,Completely Accptable,Completely Accptable,Completely Accptable,Completely Accptable,Not At All a Threat,Threat,Very Serious Threat,Not a Threat,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Not At All a Threat,Threat,Legal,,Illegal,Illegal,Legal,Not Sure,Legal,,Legal,Legal,Legal,,Illegal,Very Likely,Very Likely,Very Likely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Female,31,2,White,High School,< $40K,Yes,Suburban,0.801497744,2022,4,12,47.442737,-122.123973
98391,1,1.0,Fairly Often,Rarely,Fairly Often,Just Once,Rarely,Somewhat Unacceptable,Completely Accptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Threat,Very Serious Threat,Not a Threat,Threat,Very Serious Threat,Not a Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Illegal,Illegal,Illegal,,Illegal,Illegal,Illegal,,Illegal,Somewhat Likely,Somewhat Unlikely,Very Likely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Female,37,3,White,Associate's / Bachelor's,> $160K,Yes,Urban,1.19879888,2022,4,12,47.177102,-122.166177
98023,2,,Fairly Often,Fairly Often,Fairly Often,Rarely,Rarely,Completely Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Not a Threat,Not a Threat,Very Serious Threat,Not a Threat,Threat,Not a Threat,Threat,Threat,Threat,Legal,,Illegal,Legal,Illegal,Legal,Legal,,Legal,Legal,Legal,,Illegal,Very Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Male,65,5,Asian,Associate's / Bachelor's,$80K - $120K,Yes,Suburban,1.272180378,2022,4,12,47.311491,-122.36281
98006,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Illegal,Legal,Legal,,Legal,Legal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,69,5,Asian,Associate's / Bachelor's,$80K - $120K,Yes,Suburban,2.221745521,2022,4,12,47.557627,-122.151005
98030,2,,Never,Never,Never,Rarely,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Not Sure,Legal,Legal,,Illegal,Illegal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Likely,Very Likely,Very Likely,Very Likely,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Male,66,5,White,High School,< $40K,Yes,Urban,0.707994494,2022,4,12,47.367214,-122.198051
98052,3,,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Not Sure,Illegal,Legal,Legal,,Illegal,Illegal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Male,78,5,Hispanic,Master's Or Higher,$120 - $160K,No,Suburban,2.702372094,2022,4,12,47.68099,-122.120531
98029,2,,Never,Never,Never,Rarely,Never,Completely Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Legal,,Illegal,Illegal,Illegal,Legal,Illegal,,Illegal,Illegal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Female,65,5,Asian,Associate's / Bachelor's,$40K - $80K,Yes,Urban,2.221745521,2022,4,12,47.557085,-122.007748
98105,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not Sure,,Illegal,Not Sure,Illegal,Legal,Legal,,Legal,Legal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Female,58,4,White,Some College,< $40K,No,Urban,0.623846731,2022,4,12,47.659861,-122.284977
98028,1,1.0,Rarely,Rarely,Rarely,Rarely,Rarely,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Not a Threat,Threat,Not a Threat,Not a Threat,Threat,Not a Threat,Threat,Not a Threat,Not At All a Threat,Not At All a Threat,Legal,,Legal,Illegal,Legal,Legal,Legal,,Illegal,Legal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Male,40,3,White,Associate's / Bachelor's,> $160K,Yes,Urban,0.665943787,2022,4,12,47.755665,-122.248061
98055,1,1.0,Fairly Often,Just Once,Rarely,Fairly Often,Rarely,Completely Unacceptable,Completely Accptable,Completely Accptable,Completely Accptable,Somewhat Acceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Legal,,Illegal,Illegal,Illegal,Legal,Not Sure,,Not Sure,Legal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Male,40,3,Black,Some College,$40K - $80K,Yes,Urban,0.39934899,2022,4,12,47.446982,-122.201521
98177,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Illegal,Not Sure,Not Sure,,Illegal,Illegal,Not Sure,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Female,73,5,White,Some College,$40K - $80K,No,Urban,0.681847766,2022,4,12,47.742239,-122.376608
98122,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Legal,Legal,Illegal,,Illegal,Illegal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,72,5,White,Some College,< $40K,No,Urban,0.483508435,2022,4,12,47.611046,-122.293207
98053,2,,Never,Never,Never,Fairly Often,Regularly,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Accptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not At All a Threat,Legal,,Illegal,Illegal,Illegal,Legal,Illegal,,Illegal,Illegal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Female,56,4,Black,Some College,> $160K,Yes,Suburban,0.826278281,2022,4,12,47.669256,-122.008454
98024,1,1.0,Never,Never,Never,Never,Just Once,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Illegal,Legal,Illegal,,Illegal,Illegal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Likely,Very Likely,Somewhat Likely,Very Likely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Male,23,2,Hispanic,High School,$80K - $120K,Yes,Suburban,0.330536883,2022,4,12,47.573424,-121.899182
98155,1,6.0,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Illegal,Not Sure,Not Sure,,Illegal,Illegal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Male,62,4,Other,Associate's / Bachelor's,< $40K,Yes,Suburban,1.180047067,2022,4,12,47.754413,-122.300477
98102,1,1.0,Regularly,Regularly,Regularly,Regularly,Regularly,Completely Accptable,Somewhat Acceptable,Completely Accptable,Completely Accptable,Somewhat Acceptable,Very Serious Threat,Threat,Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Legal,,Legal,Legal,Legal,Legal,Legal,,Legal,Legal,Legal,,Legal,Very Likely,Very Likely,Very Likely,Somewhat Likely,Somewhat Likely,Very Likely,Very Likely,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Male,36,3,White,Master's Or Higher,$120 - $160K,Yes,Urban,0.636989709,2022,4,12,47.63714,-122.321891
98133,2,,Regularly,Regularly,Never,Rarely,Never,Somewhat Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Threat,Illegal,,Illegal,Illegal,Illegal,Legal,Illegal,,Illegal,Illegal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Female,51,4,White,Associate's / Bachelor's,< $40K,Yes,Urban,0.852509913,2022,4,12,47.740485,-122.342826
98102,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Illegal,Not Sure,Illegal,,Not Sure,Not Sure,Not Sure,,Illegal,Very Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,78,5,White,Associate's / Bachelor's,$40K - $80K,Yes,Urban,1.043815065,2022,4,12,47.63714,-122.321891
98003,2,,Never,Never,Never,Never,Never,Somewhat Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Somewhat Acceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,,Illegal,Illegal,Not Sure,Legal,Illegal,,Illegal,Illegal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,31,2,White,Some College,$40K - $80K,Yes,Suburban,0.684205391,2022,4,12,47.304801,-122.316969
98002,1,1.0,Regularly,Never,Never,Rarely,Never,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Legal,Illegal,Illegal,Legal,Legal,,Illegal,Illegal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Female,65,5,White,High School,$40K - $80K,Yes,Rural,0.798735955,2022,4,12,47.308286,-122.216812
98108,2,,Fairly Often,Regularly,Rarely,Fairly Often,Rarely,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Very Serious Threat,Threat,Very Serious Threat,Threat,Not a Threat,Threat,Not a Threat,Not a Threat,Threat,Threat,Legal,,Legal,Legal,Legal,Legal,Legal,,Illegal,Legal,Illegal,,Illegal,Very Likely,Somewhat Likely,Somewhat Likely,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Male,24,2,Asian,High School,$40K - $80K,No,Urban,1.234854597,2022,4,12,47.534862,-122.305794
98133,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Illegal,Not Sure,Not Sure,,Not Sure,Not Sure,Illegal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Male,86,5,White,Master's Or Higher,$40K - $80K,Yes,Urban,0.907665274,2022,4,12,47.740485,-122.342826
98108,2,,Regularly,Never,Just Once,Just Once,Fairly Often,Completely Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Acceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Not Sure,,Not Sure,Not Sure,Not Sure,Legal,Not Sure,,Not Sure,Not Sure,Illegal,,Illegal,Very Unlikely,Very Unlikely,Somewhat Likely,Not Sure,Very Unlikely,Very Unlikely,Not Sure,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Male,65,5,Asian,High School,< $40K,Yes,Urban,1.133899902,2022,4,12,47.534862,-122.305794
98122,1,1.0,Rarely,Rarely,Never,Fairly Often,Rarely,Completely Accptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Legal,,Illegal,Illegal,Illegal,Legal,Legal,,Legal,Legal,Legal,,Legal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Male,24,2,Hispanic,Associate's / Bachelor's,$80K - $120K,Yes,Suburban,0.370846259,2022,4,12,47.611046,-122.293207
98002,1,1.0,Rarely,Never,Never,Rarely,Never,Completely Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Not At All a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Legal,,Illegal,Illegal,Illegal,Not Sure,Illegal,,Illegal,Illegal,Not Sure,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Female,52,4,White,Some College,$120 - $160K,Yes,Suburban,0.891892165,2022,4,12,47.308286,-122.216812
98011,2,,Never,Never,Never,Just Once,Never,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,,Illegal,Illegal,Illegal,Legal,Not Sure,,Not Sure,Illegal,Legal,,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Male,73,5,White,Associate's / Bachelor's,< $40K,Yes,Urban,0.635468229,2022,4,12,47.753344,-122.201952
98103,2,,Fairly Often,Fairly Often,Rarely,Rarely,Just Once,Not Sure,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not Sure,Illegal,,Illegal,Not Sure,Not Sure,Not Sure,Not Sure,,Not Sure,Not Sure,Legal,,Illegal,Very Unlikely,Somewhat Unlikely,Very Unlikely,Very Likely,Very Likely,Somewhat Likely,Somewhat Likely,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Female,44,3,Asian,Master's Or Higher,> $160K,Yes,Suburban,0.965392476,2022,4,12,47.678255,-122.338152
